"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"UKS  06/41","01/12/2023","GB00B0BDSW51","Strips","N/A","07/06/2041","44.290870","44.290870","4.706000","17.105700","N/A"
"UKS  12/41","01/12/2023","GB00B0BDSX68","Strips","N/A","07/12/2041","43.131341","43.131341","4.724594","17.592607","N/A"
"UKS  06/42","01/12/2023","GB00B0BDSY75","Strips","N/A","07/06/2042","42.010804","42.010804","4.741047","18.079615","N/A"
"UKS  12/42","01/12/2023","GB00B0BDSZ82","Strips","N/A","07/12/2042","40.928645","40.928645","4.755416","18.566734","N/A"
"UKR  12/42","01/12/2023","GB00B2494Q05","Strips","N/A","07/12/2042","40.928645","40.928645","4.755416","18.566734","N/A"
"UKS  06/43","01/12/2023","GB00B0BDT005","Strips","N/A","07/06/2043","39.884090","39.884090","4.767770","19.053972","N/A"
"UKS  12/43","01/12/2023","GB00B0BDT112","Strips","N/A","07/12/2043","38.876221","38.876221","4.778186","19.541336","N/A"
"UKS  06/44","01/12/2023","GB00B0BDT229","Strips","N/A","07/06/2044","37.903992","37.903992","4.786755","20.028831","N/A"
"UKS  12/44","01/12/2023","GB00B0BDT336","Strips","N/A","07/12/2044","36.966251","36.966251","4.793575","20.516461","N/A"
"UKS  06/45","01/12/2023","GB00B0BDT443","Strips","N/A","07/06/2045","36.061773","36.061773","4.798750","21.004227","N/A"
"UKS  12/45","01/12/2023","GB00B0BDT559","Strips","N/A","07/12/2045","35.189282","35.189282","4.802385","21.492129","N/A"
"UKS  06/46","01/12/2023","GB00B0BDT666","Strips","N/A","07/06/2046","34.347481","34.347481","4.804590","21.980168","N/A"
"UKS  12/46","01/12/2023","GB00B0BDT773","Strips","N/A","07/12/2046","33.535075","33.535075","4.805471","22.468342","N/A"
"UKR  12/46","01/12/2023","GB00B15F3H46","Strips","N/A","07/12/2046","33.535075","33.535075","4.805471","22.468342","N/A"
"UKS  06/47","01/12/2023","GB00B0BDT880","Strips","N/A","07/06/2047","32.750786","32.750786","4.805130","22.956648","N/A"
"UKS  12/47","01/12/2023","GB00B0BDT997","Strips","N/A","07/12/2047","31.993364","31.993364","4.803666","23.445085","N/A"
"UKS  06/48","01/12/2023","GB00B0BDTB14","Strips","N/A","07/06/2048","31.261602","31.261602","4.801174","23.933649","N/A"
"UKS  12/48","01/12/2023","GB00B0BDTC21","Strips","N/A","07/12/2048","30.554343","30.554343","4.797741","24.422337","N/A"
"UKS  06/49","01/12/2023","GB00B0BDTD38","Strips","N/A","07/06/2049","29.870485","29.870485","4.793447","24.911145","N/A"
"UKS  12/49","01/12/2023","GB00B0BDTF51","Strips","N/A","07/12/2049","29.208979","29.208979","4.788369","25.400072","N/A"
"UKR  12/49","01/12/2023","GB00B3FMYZ45","Strips","N/A","07/12/2049","29.208979","29.208979","4.788369","25.400072","N/A"
"UKS  06/50","01/12/2023","GB00B0BDTG68","Strips","N/A","07/06/2050","28.568837","28.568837","4.782575","25.889114","N/A"
"UKS  12/50","01/12/2023","GB00B0BDTH75","Strips","N/A","07/12/2050","27.949128","27.949128","4.776127","26.378267","N/A"
"UKS  06/51","01/12/2023","GB00B0BDTJ99","Strips","N/A","07/06/2051","27.348980","27.348980","4.769080","26.867530","N/A"
"UKS  12/51","01/12/2023","GB00B0BDTK05","Strips","N/A","07/12/2051","26.767581","26.767581","4.761485","27.356899","N/A"
"UKS  06/52","01/12/2023","GB00B0BDTL12","Strips","N/A","07/06/2052","26.204175","26.204175","4.753384","27.846374","N/A"
"UKS  12/52","01/12/2023","GB00B0BDTM29","Strips","N/A","07/12/2052","25.658056","25.658056","4.744816","28.335952","N/A"
"UKS  06/53","01/12/2023","GB00B0BDTN36","Strips","N/A","07/06/2053","25.128565","25.128565","4.735815","28.825632","N/A"
"UKS  12/53","01/12/2023","GB00B0BDTP59","Strips","N/A","07/12/2053","24.615082","24.615082","4.726409","29.315414","N/A"
"UKS  06/54","01/12/2023","GB00B0BDTQ66","Strips","N/A","07/06/2054","24.117026","24.117026","4.716626","29.805295","N/A"
"UKS  12/54","01/12/2023","GB00B0BDTR73","Strips","N/A","07/12/2054","23.633848","23.633848","4.706488","30.295275","N/A"
"UKS  06/55","01/12/2023","GB00B0BDTS80","Strips","N/A","07/06/2055","23.165030","23.165030","4.696016","30.785354","N/A"
"UKS  12/55","01/12/2023","GB00B0BDTT97","Strips","N/A","07/12/2055","22.710083","22.710083","4.685229","31.275532","N/A"
"UKR  12/55","01/12/2023","GB00B0BDTV10","Strips","N/A","07/12/2055","22.710083","22.710083","4.685229","31.275532","N/A"
